id,emotion,usage
20118,2,Training
20119,6,Training
20120,6,Training
20121,3,Training
20122,2,Training
20123,3,Training
20124,2,Training
20125,0,Training
20126,3,Training
20127,3,Training
20128,3,Training
20129,3,Training
20130,3,Training
20131,0,Training
20132,3,Training
20133,2,Training
20134,4,Training
20135,4,Training
20136,2,Training
20137,3,Training
20138,1,Training
20139,3,Training
20140,5,Training
20141,3,Training
20142,5,Training
20143,3,Training
20144,6,Training
20145,5,Training
20146,5,Training
20147,5,Training
20148,2,Training
20149,5,Training
20150,4,Training
20151,6,Training
20152,3,Training
20153,4,Training
20154,6,Training
20155,6,Training
20156,3,Training
20157,6,Training
20158,6,Training
20159,6,Training
20160,4,Training
20161,6,Training
20162,6,Training
20163,5,Training
20164,5,Training
20165,6,Training
20166,3,Training
20167,4,Training
20168,5,Training
20169,0,Training
20170,3,Training
20171,4,Training
20172,4,Training
20173,4,Training
20174,4,Training
20175,6,Training
20176,4,Training
20177,3,Training
20178,3,Training
20179,3,Training
20180,6,Training
20181,5,Training
20182,3,Training
20183,2,Training
20184,0,Training
20185,6,Training
20186,6,Training
20187,0,Training
20188,3,Training
20189,2,Training
20190,6,Training
20191,3,Training
20192,2,Training
20193,4,Training
20194,4,Training
20195,2,Training
20196,2,Training
20197,3,Training
20198,4,Training
20199,6,Training
20200,6,Training
20201,0,Training
20202,3,Training
20203,4,Training
20204,4,Training
20205,6,Training
20206,5,Training
20207,5,Training
20208,3,Training
20209,3,Training
20210,5,Training
20211,4,Training
20212,5,Training
20213,2,Training
20214,3,Training
20215,2,Training
20216,2,Training
20217,3,Training
20218,4,Training
20219,3,Training
20220,3,Training
20221,6,Training
20222,3,Training
20223,0,Training
20224,6,Training
20225,5,Training
20226,1,Training
20227,3,Training
20228,0,Training
20229,3,Training
20230,3,Training
20231,4,Training
20232,5,Training
20233,4,Training
20234,4,Training
20235,6,Training
20236,3,Training
20237,6,Training
20238,0,Training
20239,3,Training
20240,3,Training
20241,3,Training
20242,5,Training
20243,3,Training
20244,3,Training
20245,5,Training
20246,2,Training
20247,6,Training
20248,3,Training
20249,4,Training
20250,2,Training
20251,6,Training
20252,6,Training
20253,3,Training
20254,3,Training
20255,2,Training
20256,2,Training
20257,5,Training
20258,6,Training
20259,3,Training
20260,0,Training
20261,4,Training
20262,6,Training
20263,5,Training
20264,3,Training
20265,0,Training
20266,2,Training
20267,0,Training
20268,3,Training
20269,3,Training
20270,2,Training
20271,3,Training
20272,3,Training
20273,6,Training
20274,0,Training
20275,6,Training
20276,3,Training
20277,3,Training
20278,2,Training
20279,6,Training
20280,3,Training
20281,4,Training
20282,2,Training
20283,2,Training
20284,3,Training
20285,2,Training
20286,3,Training
20287,3,Training
20288,0,Training
20289,4,Training
20290,6,Training
20291,0,Training
20292,3,Training
20293,6,Training
20294,5,Training
20295,4,Training
20296,2,Training
20297,3,Training
20298,0,Training
20299,0,Training
20300,6,Training
20301,5,Training
20302,4,Training
20303,5,Training
20304,0,Training
20305,4,Training
20306,2,Training
20307,2,Training
20308,3,Training
20309,4,Training
20310,3,Training
20311,5,Training
20312,5,Training
20313,0,Training
20314,4,Training
20315,3,Training
20316,3,Training
20317,5,Training
20318,4,Training
20319,3,Training
20320,2,Training
20321,0,Training
20322,4,Training
20323,4,Training
20324,4,Training
20325,4,Training
20326,1,Training
20327,4,Training
20328,4,Training
20329,0,Training
20330,5,Training
20331,3,Training
20332,0,Training
20333,2,Training
20334,4,Training
20335,3,Training
20336,1,Training
20337,6,Training
20338,2,Training
20339,6,Training
20340,4,Training
20341,2,Training
20342,3,Training
20343,4,Training
20344,2,Training
20345,6,Training
20346,6,Training
20347,3,Training
20348,4,Training
20349,4,Training
20350,0,Training
20351,5,Training
20352,4,Training
20353,3,Training
20354,0,Training
20355,3,Training
20356,3,Training
20357,6,Training
20358,6,Training
20359,2,Training
20360,6,Training
20361,6,Training
20362,3,Training
20363,4,Training
20364,5,Training
20365,2,Training
20366,3,Training
20367,2,Training
20368,5,Training
20369,2,Training
20370,5,Training
20371,3,Training
20372,3,Training
20373,6,Training
20374,5,Training
20375,0,Training
20376,4,Training
20377,3,Training
20378,3,Training
20379,3,Training
20380,3,Training
20381,3,Training
20382,2,Training
20383,5,Training
20384,6,Training
20385,1,Training
20386,0,Training
20387,3,Training
20388,5,Training
20389,2,Training
20390,4,Training
20391,3,Training
20392,0,Training
20393,6,Training
20394,4,Training
20395,4,Training
20396,4,Training
20397,2,Training
20398,4,Training
20399,2,Training
20400,3,Training
20401,4,Training
20402,3,Training
20403,4,Training
20404,0,Training
20405,0,Training
20406,6,Training
20407,6,Training
20408,5,Training
20409,6,Training
20410,0,Training
20411,0,Training
20412,2,Training
20413,3,Training
20414,5,Training
20415,3,Training
20416,3,Training
20417,6,Training
20418,3,Training
20419,3,Training
20420,5,Training
20421,2,Training
20422,0,Training
20423,3,Training
20424,6,Training
20425,2,Training
20426,4,Training
20427,5,Training
20428,2,Training
20429,3,Training
20430,4,Training
20431,3,Training
20432,4,Training
20433,6,Training
20434,0,Training
20435,6,Training
20436,3,Training
20437,0,Training
20438,6,Training
20439,2,Training
20440,5,Training
20441,4,Training
20442,4,Training
20443,2,Training
20444,4,Training
20445,5,Training
20446,3,Training
20447,4,Training
20448,5,Training
20449,2,Training
20450,5,Training
20451,2,Training
20452,0,Training
20453,2,Training
20454,2,Training
20455,2,Training
20456,4,Training
20457,6,Training
20458,3,Training
20459,0,Training
20460,0,Training
20461,3,Training
20462,2,Training
20463,4,Training
20464,4,Training
20465,5,Training
20466,3,Training
20467,4,Training
20468,5,Training
20469,4,Training
20470,4,Training
20471,0,Training
20472,2,Training
20473,6,Training
20474,2,Training
20475,5,Training
20476,1,Training
20477,2,Training
20478,0,Training
20479,0,Training
20480,3,Training
20481,6,Training
20482,4,Training
20483,6,Training
20484,0,Training
20485,5,Training
20486,1,Training
20487,6,Training
20488,3,Training
20489,4,Training
20490,6,Training
20491,3,Training
20492,3,Training
20493,0,Training
20494,2,Training
20495,4,Training
20496,2,Training
20497,6,Training
20498,6,Training
20499,4,Training
20500,3,Training
20501,3,Training
20502,3,Training
20503,3,Training
20504,4,Training
20505,4,Training
20506,0,Training
20507,3,Training
20508,3,Training
20509,2,Training
20510,4,Training
20511,3,Training
20512,4,Training
20513,5,Training
20514,5,Training
20515,6,Training
20516,5,Training
20517,6,Training
20518,6,Training
20519,3,Training
20520,3,Training
20521,2,Training
20522,6,Training
20523,4,Training
20524,3,Training
20525,6,Training
20526,3,Training
20527,2,Training
20528,3,Training
20529,5,Training
20530,3,Training
20531,2,Training
20532,2,Training
20533,0,Training
20534,3,Training
20535,6,Training
20536,4,Training
20537,2,Training
20538,5,Training
20539,4,Training
20540,0,Training
20541,0,Training
20542,2,Training
20543,2,Training
20544,3,Training
20545,0,Training
20546,2,Training
20547,5,Training
20548,3,Training
20549,6,Training
20550,6,Training
20551,0,Training
20552,3,Training
20553,3,Training
20554,6,Training
20555,6,Training
20556,5,Training
20557,0,Training
20558,2,Training
20559,4,Training
20560,0,Training
20561,4,Training
20562,3,Training
20563,5,Training
20564,4,Training
20565,3,Training
20566,6,Training
20567,3,Training
20568,3,Training
20569,3,Training
20570,2,Training
20571,2,Training
20572,6,Training
20573,6,Training
20574,5,Training
20575,3,Training
20576,5,Training
20577,3,Training
20578,4,Training
20579,4,Training
20580,2,Training
20581,3,Training
20582,6,Training
20583,0,Training
20584,3,Training
20585,5,Training
20586,2,Training
20587,0,Training
20588,5,Training
20589,6,Training
20590,4,Training
20591,6,Training
20592,3,Training
20593,4,Training
20594,6,Training
20595,5,Training
20596,3,Training
20597,3,Training
20598,5,Training
20599,2,Training
20600,3,Training
20601,2,Training
20602,4,Training
20603,6,Training
20604,6,Training
20605,0,Training
20606,3,Training
20607,3,Training
20608,3,Training
20609,0,Training
20610,2,Training
20611,6,Training
20612,6,Training
20613,3,Training
20614,3,Training
20615,5,Training
20616,6,Training
20617,3,Training
20618,2,Training
20619,6,Training
20620,3,Training
20621,2,Training
20622,6,Training
20623,2,Training
20624,3,Training
20625,5,Training
20626,0,Training
20627,3,Training
20628,0,Training
20629,0,Training
20630,0,Training
20631,0,Training
20632,4,Training
20633,6,Training
20634,3,Training
20635,2,Training
20636,0,Training
20637,2,Training
20638,6,Training
20639,3,Training
20640,2,Training
20641,0,Training
20642,2,Training
20643,0,Training
20644,0,Training
20645,6,Training
20646,3,Training
20647,5,Training
20648,3,Training
20649,3,Training
20650,0,Training
20651,4,Training
20652,2,Training
20653,4,Training
20654,0,Training
20655,3,Training
20656,4,Training
20657,4,Training
20658,3,Training
20659,4,Training
20660,6,Training
20661,4,Training
20662,4,Training
20663,3,Training
20664,0,Training
20665,5,Training
20666,6,Training
20667,3,Training
20668,4,Training
20669,2,Training
20670,3,Training
20671,6,Training
20672,0,Training
20673,4,Training
20674,0,Training
20675,3,Training
20676,3,Training
20677,2,Training
20678,3,Training
20679,4,Training
20680,3,Training
20681,6,Training
20682,2,Training
20683,6,Training
20684,3,Training
20685,3,Training
20686,3,Training
20687,0,Training
20688,4,Training
20689,3,Training
20690,0,Training
20691,6,Training
20692,5,Training
20693,5,Training
20694,6,Training
20695,4,Training
20696,5,Training
20697,4,Training
20698,2,Training
20699,2,Training
20700,3,Training
20701,4,Training
20702,2,Training
20703,3,Training
20704,1,Training
20705,4,Training
20706,6,Training
20707,1,Training
20708,2,Training
20709,6,Training
20710,3,Training
20711,0,Training
20712,3,Training
20713,5,Training
20714,2,Training
20715,2,Training
20716,2,Training
20717,4,Training
20718,3,Training
20719,3,Training
20720,6,Training
20721,4,Training
20722,5,Training
20723,3,Training
20724,3,Training
20725,6,Training
20726,2,Training
20727,0,Training
20728,3,Training
20729,6,Training
20730,6,Training
20731,4,Training
20732,3,Training
20733,6,Training
20734,3,Training
20735,0,Training
20736,3,Training
20737,0,Training
20738,6,Training
20739,3,Training
20740,0,Training
20741,0,Training
20742,0,Training
20743,4,Training
20744,0,Training
20745,3,Training
20746,3,Training
20747,0,Training
20748,3,Training
20749,1,Training
20750,3,Training
20751,4,Training
20752,2,Training
20753,3,Training
20754,2,Training
20755,5,Training
20756,0,Training
20757,3,Training
20758,5,Training
20759,0,Training
20760,2,Training
20761,2,Training
20762,1,Training
20763,4,Training
20764,3,Training
20765,5,Training
20766,2,Training
20767,3,Training
20768,5,Training
20769,6,Training
20770,6,Training
20771,4,Training
20772,2,Training
20773,3,Training
20774,4,Training
20775,5,Training
20776,5,Training
20777,5,Training
20778,3,Training
20779,3,Training
20780,6,Training
20781,3,Training
20782,4,Training
20783,6,Training
20784,4,Training
20785,4,Training
20786,4,Training
20787,5,Training
20788,4,Training
20789,5,Training
20790,6,Training
20791,4,Training
20792,5,Training
20793,3,Training
20794,4,Training
20795,5,Training
20796,0,Training
20797,0,Training
20798,6,Training
20799,0,Training
20800,0,Training
20801,3,Training
20802,3,Training
20803,0,Training
20804,6,Training
20805,2,Training
20806,2,Training
20807,2,Training
20808,4,Training
20809,0,Training
20810,3,Training
20811,6,Training
20812,3,Training
20813,6,Training
20814,2,Training
20815,6,Training
20816,5,Training
20817,3,Training
20818,0,Training
20819,0,Training
20820,6,Training
20821,0,Training
20822,3,Training
20823,5,Training
20824,6,Training
20825,4,Training
20826,6,Training
20827,6,Training
20828,0,Training
20829,4,Training
20830,3,Training
20831,4,Training
20832,2,Training
20833,0,Training
20834,6,Training
20835,5,Training
20836,2,Training
20837,3,Training
20838,5,Training
20839,3,Training
20840,6,Training
20841,2,Training
20842,6,Training
20843,6,Training
20844,2,Training
20845,2,Training
20846,3,Training
20847,2,Training
20848,3,Training
20849,3,Training
20850,0,Training
20851,3,Training
20852,2,Training
20853,6,Training
20854,2,Training
20855,6,Training
20856,5,Training
20857,6,Training
20858,3,Training
20859,2,Training
20860,2,Training
20861,3,Training
20862,3,Training
20863,3,Training
20864,4,Training
20865,5,Training
20866,3,Training
20867,3,Training
20868,6,Training
20869,5,Training
20870,3,Training
20871,4,Training
20872,0,Training
20873,2,Training
20874,6,Training
20875,6,Training
20876,6,Training
20877,2,Training
20878,0,Training
20879,6,Training
20880,5,Training
20881,0,Training
20882,3,Training
20883,5,Training
20884,0,Training
20885,3,Training
20886,0,Training
20887,5,Training
20888,4,Training
20889,0,Training
20890,3,Training
20891,6,Training
20892,2,Training
20893,6,Training
20894,6,Training
20895,3,Training
20896,4,Training
20897,2,Training
20898,2,Training
20899,4,Training
20900,5,Training
20901,5,Training
20902,0,Training
20903,4,Training
20904,4,Training
20905,1,Training
20906,0,Training
20907,4,Training
20908,2,Training
20909,4,Training
20910,3,Training
20911,3,Training
20912,4,Training
20913,0,Training
20914,6,Training
20915,4,Training
20916,0,Training
20917,0,Training
20918,0,Training
20919,3,Training
20920,3,Training
20921,6,Training
20922,3,Training
20923,4,Training
20924,4,Training
20925,5,Training
20926,3,Training
20927,0,Training
20928,4,Training
20929,2,Training
20930,5,Training
20931,3,Training
20932,5,Training
20933,2,Training
20934,6,Training
20935,5,Training
20936,5,Training
20937,0,Training
20938,3,Training
20939,3,Training
20940,6,Training
20941,6,Training
20942,3,Training
20943,0,Training
20944,0,Training
20945,3,Training
20946,3,Training
20947,3,Training
20948,5,Training
20949,6,Training
20950,3,Training
20951,5,Training
20952,4,Training
20953,3,Training
20954,5,Training
20955,2,Training
20956,5,Training
20957,0,Training
20958,4,Training
20959,3,Training
20960,0,Training
20961,0,Training
20962,2,Training
20963,2,Training
20964,3,Training
20965,4,Training
20966,4,Training
20967,3,Training
20968,5,Training
20969,6,Training
20970,3,Training
20971,2,Training
20972,4,Training
20973,3,Training
20974,3,Training
20975,2,Training
20976,3,Training
20977,4,Training
20978,0,Training
20979,2,Training
20980,4,Training
20981,6,Training
20982,4,Training
20983,4,Training
20984,5,Training
20985,3,Training
20986,5,Training
20987,2,Training
20988,5,Training
20989,3,Training
20990,5,Training
20991,5,Training
20992,6,Training
20993,6,Training
20994,0,Training
20995,3,Training
20996,6,Training
20997,5,Training
20998,0,Training
20999,2,Training
21000,2,Training
21001,2,Training
21002,4,Training
21003,4,Training
21004,6,Training
21005,6,Training
21006,4,Training
21007,3,Training
21008,3,Training
21009,4,Training
21010,0,Training
21011,2,Training
21012,6,Training
21013,6,Training
21014,0,Training
21015,2,Training
21016,3,Training
21017,5,Training
21018,6,Training
21019,0,Training
21020,3,Training
21021,2,Training
21022,0,Training
21023,4,Training
21024,6,Training
21025,3,Training
21026,6,Training
21027,0,Training
21028,3,Training
21029,2,Training
21030,4,Training
21031,6,Training
21032,4,Training
21033,2,Training
21034,3,Training
21035,4,Training
21036,2,Training
21037,4,Training
21038,2,Training
21039,0,Training
21040,3,Training
21041,4,Training
21042,0,Training
21043,3,Training
21044,6,Training
21045,5,Training
21046,6,Training
21047,0,Training
21048,2,Training
21049,3,Training
21050,3,Training
21051,0,Training
21052,4,Training
21053,4,Training
21054,3,Training
21055,5,Training
21056,3,Training
21057,4,Training
21058,2,Training
21059,3,Training
21060,4,Training
21061,4,Training
21062,2,Training
21063,6,Training
21064,0,Training
21065,0,Training
21066,6,Training
21067,0,Training
21068,2,Training
21069,0,Training
21070,0,Training
21071,2,Training
21072,5,Training
21073,5,Training
21074,6,Training
21075,5,Training
21076,4,Training
21077,6,Training
21078,3,Training
21079,4,Training
21080,6,Training
21081,3,Training
21082,0,Training
21083,4,Training
21084,3,Training
21085,6,Training
21086,3,Training
21087,3,Training
21088,3,Training
21089,6,Training
21090,3,Training
21091,5,Training
21092,4,Training
21093,6,Training
21094,2,Training
21095,0,Training
21096,0,Training
21097,3,Training
21098,3,Training
21099,3,Training
21100,0,Training
21101,4,Training
21102,2,Training
21103,2,Training
21104,5,Training
21105,6,Training
21106,0,Training
21107,5,Training
21108,0,Training
21109,3,Training
21110,2,Training
21111,3,Training
21112,0,Training
21113,3,Training
21114,3,Training
21115,2,Training
21116,3,Training
21117,1,Training
21118,6,Training
21119,2,Training
21120,3,Training
21121,3,Training
21122,6,Training
21123,2,Training
21124,5,Training
21125,4,Training
21126,3,Training
21127,6,Training
21128,3,Training
21129,3,Training
21130,5,Training
21131,4,Training
21132,0,Training
21133,3,Training
21134,3,Training
21135,4,Training
21136,0,Training
21137,6,Training
21138,2,Training
21139,6,Training
21140,2,Training
21141,5,Training
21142,5,Training
21143,4,Training
21144,3,Training
21145,4,Training
21146,3,Training
21147,4,Training
21148,4,Training
21149,5,Training
21150,3,Training
21151,6,Training
21152,5,Training
21153,3,Training
21154,5,Training
21155,5,Training
21156,3,Training
21157,2,Training
21158,4,Training
21159,4,Training
21160,6,Training
21161,0,Training
21162,0,Training
21163,3,Training
21164,0,Training
21165,4,Training
21166,3,Training
21167,6,Training
21168,6,Training
21169,0,Training
21170,6,Training
21171,6,Training
21172,0,Training
21173,4,Training
21174,0,Training
21175,5,Training
21176,6,Training
21177,0,Training
21178,3,Training
21179,3,Training
21180,5,Training
21181,3,Training
21182,0,Training
21183,4,Training
21184,0,Training
21185,6,Training
21186,3,Training
21187,2,Training
21188,1,Training
21189,4,Training
21190,2,Training
21191,6,Training
21192,0,Training
21193,2,Training
21194,3,Training
21195,3,Training
21196,6,Training
21197,0,Training
21198,6,Training
21199,4,Training
21200,6,Training
21201,3,Training
21202,4,Training
21203,3,Training
21204,5,Training
21205,0,Training
21206,6,Training
21207,3,Training
21208,4,Training
21209,3,Training
21210,3,Training
21211,6,Training
21212,6,Training
21213,3,Training
21214,6,Training
21215,2,Training
21216,4,Training
21217,0,Training
21218,5,Training
21219,3,Training
21220,6,Training
21221,0,Training
21222,4,Training
21223,6,Training
21224,3,Training
21225,1,Training
21226,3,Training
21227,2,Training
21228,2,Training
21229,3,Training
21230,3,Training
21231,2,Training
21232,3,Training
21233,4,Training
21234,5,Training
21235,2,Training
21236,3,Training
21237,3,Training
21238,3,Training
21239,3,Training
21240,5,Training
21241,6,Training
21242,5,Training
21243,3,Training
21244,4,Training
21245,2,Training
21246,3,Training
21247,0,Training
21248,3,Training
21249,5,Training
21250,4,Training
21251,2,Training
21252,3,Training
21253,3,Training
21254,5,Training
21255,6,Training
21256,4,Training
21257,3,Training
21258,6,Training
21259,6,Training
21260,2,Training
21261,4,Training
21262,4,Training
21263,6,Training
21264,3,Training
21265,2,Training
21266,6,Training
21267,4,Training
21268,3,Training
21269,6,Training
21270,2,Training
21271,3,Training
21272,0,Training
21273,6,Training
21274,6,Training
21275,3,Training
21276,4,Training
21277,4,Training
21278,0,Training
21279,3,Training
21280,6,Training
21281,2,Training
21282,3,Training
21283,4,Training
21284,0,Training
21285,0,Training
21286,2,Training
21287,0,Training
21288,5,Training
21289,6,Training
21290,3,Training
21291,4,Training
21292,3,Training
21293,3,Training
21294,4,Training
21295,4,Training
21296,0,Training
21297,4,Training
21298,3,Training
21299,4,Training
21300,5,Training
21301,0,Training
21302,3,Training
21303,3,Training
21304,3,Training
21305,0,Training
21306,3,Training
21307,3,Training
21308,6,Training
21309,5,Training
21310,0,Training
21311,0,Training
21312,6,Training
21313,4,Training
21314,3,Training
21315,6,Training
21316,5,Training
21317,3,Training
21318,2,Training
21319,6,Training
21320,6,Training
21321,2,Training
21322,0,Training
21323,4,Training
21324,3,Training
21325,4,Training
21326,3,Training
21327,2,Training
21328,4,Training
21329,2,Training
21330,3,Training
21331,0,Training
21332,6,Training
21333,6,Training
21334,6,Training
21335,3,Training
21336,3,Training
21337,4,Training
21338,6,Training
21339,5,Training
21340,4,Training
21341,3,Training
21342,3,Training
21343,5,Training
21344,5,Training
21345,3,Training
21346,2,Training
21347,5,Training
21348,0,Training
21349,3,Training
21350,2,Training
21351,3,Training
21352,6,Training
21353,2,Training
21354,4,Training
21355,5,Training
21356,5,Training
21357,4,Training
21358,6,Training
21359,4,Training
21360,5,Training
21361,2,Training
21362,3,Training
21363,5,Training
21364,3,Training
21365,4,Training
21366,5,Training
21367,5,Training
21368,0,Training
21369,5,Training
21370,6,Training
21371,0,Training
21372,0,Training
21373,0,Training
21374,2,Training
21375,0,Training
21376,3,Training
21377,3,Training
21378,6,Training
21379,4,Training
21380,3,Training
21381,2,Training
21382,5,Training
21383,5,Training
21384,0,Training
21385,3,Training
21386,3,Training
21387,6,Training
21388,2,Training
21389,6,Training
21390,3,Training
21391,6,Training
21392,3,Training
21393,5,Training
21394,6,Training
21395,3,Training
21396,3,Training
21397,0,Training
21398,0,Training
21399,5,Training
21400,4,Training
21401,2,Training
21402,6,Training
21403,6,Training
21404,6,Training
21405,6,Training
21406,2,Training
21407,3,Training
21408,3,Training
21409,5,Training
21410,4,Training
21411,6,Training
21412,5,Training
21413,3,Training
21414,4,Training
21415,4,Training
21416,0,Training
21417,3,Training
21418,5,Training
21419,6,Training
21420,3,Training
21421,2,Training
21422,0,Training
21423,1,Training
21424,1,Training
21425,6,Training
21426,3,Training
21427,3,Training
21428,4,Training
21429,4,Training
21430,4,Training
21431,2,Training
21432,3,Training
21433,3,Training
21434,3,Training
21435,4,Training
21436,4,Training
21437,3,Training
21438,6,Training
21439,3,Training
21440,3,Training
21441,3,Training
21442,3,Training
21443,5,Training
21444,5,Training
21445,5,Training
21446,4,Training
21447,5,Training
21448,0,Training
21449,6,Training
21450,3,Training
21451,3,Training
21452,6,Training
21453,4,Training
21454,2,Training
21455,2,Training
21456,6,Training
21457,3,Training
21458,0,Training
21459,0,Training
21460,2,Training
21461,3,Training
21462,5,Training
21463,2,Training
21464,0,Training
21465,2,Training
21466,6,Training
21467,0,Training
21468,4,Training
21469,5,Training
21470,3,Training
21471,6,Training
21472,5,Training
21473,0,Training
21474,3,Training
21475,3,Training
21476,6,Training
21477,6,Training
21478,4,Training
21479,0,Training
21480,6,Training
21481,4,Training
21482,3,Training
21483,4,Training
21484,3,Training
21485,6,Training
21486,2,Training
21487,4,Training
21488,3,Training
21489,3,Training
21490,4,Training
21491,4,Training
21492,2,Training
21493,4,Training
21494,6,Training
21495,3,Training
21496,4,Training
21497,6,Training
21498,0,Training
21499,6,Training
21500,2,Training
21501,2,Training
21502,3,Training
21503,6,Training
21504,0,Training
21505,4,Training
21506,0,Training
21507,6,Training
21508,5,Training
21509,0,Training
21510,0,Training
21511,6,Training
21512,0,Training
21513,0,Training
21514,3,Training
21515,3,Training
21516,4,Training
21517,5,Training
21518,5,Training
21519,3,Training
21520,4,Training
21521,0,Training
21522,3,Training
21523,5,Training
21524,2,Training
21525,3,Training
21526,0,Training
21527,2,Training
21528,3,Training
21529,6,Training
21530,3,Training
21531,0,Training
21532,4,Training
21533,2,Training
21534,6,Training
21535,3,Training
21536,4,Training
21537,2,Training
21538,5,Training
21539,3,Training
21540,4,Training
21541,4,Training
21542,0,Training
21543,3,Training
21544,3,Training
21545,4,Training
21546,5,Training
21547,4,Training
21548,0,Training
21549,3,Training
21550,4,Training
21551,5,Training
21552,6,Training
21553,4,Training
21554,5,Training
21555,6,Training
21556,2,Training
21557,2,Training
21558,6,Training
21559,5,Training
21560,2,Training
21561,3,Training
21562,3,Training
21563,3,Training
21564,3,Training
21565,2,Training
21566,2,Training
21567,4,Training
21568,0,Training
21569,6,Training
21570,2,Training
21571,5,Training
21572,0,Training
21573,2,Training
21574,0,Training
21575,3,Training
21576,5,Training
21577,0,Training
21578,6,Training
21579,5,Training
21580,3,Training
21581,1,Training
21582,2,Training
21583,3,Training
21584,4,Training
21585,0,Training
21586,6,Training
21587,4,Training
21588,5,Training
21589,3,Training
21590,6,Training
21591,3,Training
21592,0,Training
21593,3,Training
21594,3,Training
21595,4,Training
21596,3,Training
21597,0,Training
21598,5,Training
21599,2,Training
21600,2,Training
21601,5,Training
21602,0,Training
21603,3,Training
21604,5,Training
21605,1,Training
21606,3,Training
21607,2,Training
21608,3,Training
21609,2,Training
21610,0,Training
21611,4,Training
21612,6,Training
21613,3,Training
21614,0,Training
21615,3,Training
21616,2,Training
21617,1,Training
21618,3,Training
21619,3,Training
21620,3,Training
21621,2,Training
21622,4,Training
21623,0,Training
21624,3,Training
21625,6,Training
21626,3,Training
21627,0,Training
21628,4,Training
21629,3,Training
21630,5,Training
21631,2,Training
21632,5,Training
21633,4,Training
21634,5,Training
21635,6,Training
21636,4,Training
21637,0,Training
21638,6,Training
21639,6,Training
21640,0,Training
21641,3,Training
21642,2,Training
21643,5,Training
21644,5,Training
21645,3,Training
21646,6,Training
21647,0,Training
21648,4,Training
21649,3,Training
21650,3,Training
21651,5,Training
21652,6,Training
21653,5,Training
21654,2,Training
21655,2,Training
21656,2,Training
21657,3,Training
21658,4,Training
21659,6,Training
21660,3,Training
21661,5,Training
21662,5,Training
21663,5,Training
21664,6,Training
21665,3,Training
21666,6,Training
21667,4,Training
21668,4,Training
21669,1,Training
21670,3,Training
21671,0,Training
21672,3,Training
21673,0,Training
21674,0,Training
21675,0,Training
21676,6,Training
21677,3,Training
21678,3,Training
21679,4,Training
21680,1,Training
21681,4,Training
21682,4,Training
21683,5,Training
21684,2,Training
21685,4,Training
21686,3,Training
21687,2,Training
21688,6,Training
21689,6,Training
21690,3,Training
21691,2,Training
21692,4,Training
21693,3,Training
21694,6,Training
21695,3,Training
21696,6,Training
21697,2,Training
21698,2,Training
21699,0,Training
21700,3,Training
21701,2,Training
21702,6,Training
21703,3,Training
21704,0,Training
21705,6,Training
21706,2,Training
21707,4,Training
21708,6,Training
21709,3,Training
21710,3,Training
21711,4,Training
21712,6,Training
21713,6,Training
21714,3,Training
21715,2,Training
21716,4,Training
21717,4,Training
21718,2,Training
21719,2,Training
21720,5,Training
21721,4,Training
21722,4,Training
21723,3,Training
21724,0,Training
21725,6,Training
21726,6,Training
21727,6,Training
21728,5,Training
21729,0,Training
21730,3,Training
21731,6,Training
21732,0,Training
21733,3,Training
21734,2,Training
21735,4,Training
21736,2,Training
21737,6,Training
21738,2,Training
21739,3,Training
21740,4,Training
21741,5,Training
21742,6,Training
21743,2,Training
21744,4,Training
21745,1,Training
21746,0,Training
21747,4,Training
21748,0,Training
21749,4,Training
21750,3,Training
21751,3,Training
21752,3,Training
21753,6,Training
21754,3,Training
21755,2,Training
21756,2,Training
21757,2,Training
21758,4,Training
21759,5,Training
21760,1,Training
21761,3,Training
21762,6,Training
21763,0,Training
21764,6,Training
21765,3,Training
21766,1,Training
21767,4,Training
21768,0,Training
21769,5,Training
21770,4,Training
21771,4,Training
21772,4,Training
21773,4,Training
21774,4,Training
21775,6,Training
21776,6,Training
21777,6,Training
21778,0,Training
21779,3,Training
21780,0,Training
21781,5,Training
21782,5,Training
21783,0,Training
21784,3,Training
21785,3,Training
21786,6,Training
21787,4,Training
21788,3,Training
21789,3,Training
21790,2,Training
21791,6,Training
21792,4,Training
21793,6,Training
21794,0,Training
21795,6,Training
21796,3,Training
21797,3,Training
21798,3,Training
21799,5,Training
21800,1,Training
21801,2,Training
21802,6,Training
21803,6,Training
21804,3,Training
21805,5,Training
21806,2,Training
21807,0,Training
21808,5,Training
21809,6,Training
21810,6,Training
21811,4,Training
21812,5,Training
21813,6,Training
21814,3,Training
21815,4,Training
21816,4,Training
21817,1,Training
21818,6,Training
21819,5,Training
21820,3,Training
21821,4,Training
21822,5,Training
21823,6,Training
21824,6,Training
21825,5,Training
21826,3,Training
21827,5,Training
21828,4,Training
21829,6,Training
21830,4,Training
21831,4,Training
21832,3,Training
21833,6,Training
21834,2,Training
21835,5,Training
21836,3,Training
21837,0,Training
21838,4,Training
21839,2,Training
21840,3,Training
21841,0,Training
21842,3,Training
21843,4,Training
21844,5,Training
21845,2,Training
21846,2,Training
21847,3,Training
21848,4,Training
21849,3,Training
21850,4,Training
21851,3,Training
21852,1,Training
21853,6,Training
21854,5,Training
21855,0,Training
21856,0,Training
21857,5,Training
21858,4,Training
21859,2,Training
21860,3,Training
21861,0,Training
21862,3,Training
21863,6,Training
21864,2,Training
21865,0,Training
